checked in,company name,drive time,driver status,entry count,event date,last updated,question_1,question_10,question_11,question_12,question_13,question_14,question_15,question_16,question_17,question_2,question_3,question_4,question_5,question_6,question_7,question_8,question_9,registered,signed waiver,survey complete,timestamp,vehicle
no,Cardinal Health - Wednesday,10:30 AM,Driver,,2018-06-13 00:00:00.000,2018-06-08 13:26:00.000,NO,Unimportant,Important,Very Important,Somewhat Important,20-Oct,,A little,,Sedan,NO,Very Important,Important,Very Important,Very Important,Somewhat Important,Somewhat Important,yes,no,no,,BMW 530e
no,Cardinal Health - Wednesday,11:30 AM,Driver,,2018-06-13 00:00:00.000,2018-06-12 14:30:00.000,NO,Somewhat Important,Very Important,Very Important,Very Important,20-30,,A little,,"Sedan, SUV",NO,Important,Very Important,Very Important,Very Important,Important,Important,yes,no,no,,BMW 530e
yes,Cardinal Health - Wednesday,9:00 AM,Driver,,2018-06-13 00:00:00.000,2018-06-06 22:27:00.000,NO,Very Important,Very Important,Very Important,Very Important,20-Oct,N/A,Very much,Yes,Truck,NO,Important,Somewhat Important,Somewhat Important,Important,Somewhat Important,Important,yes,yes,yes,,BMW i3
yes,Cardinal Health - Wednesday,3:00 PM,Driver,,2018-06-13 00:00:00.000,2018-06-07 17:44:00.000,NO,Somewhat Important,Very Important,Very Important,Very Important,20-30,,A little,,Sedan,NO,Important,Very Important,Very Important,Important,Important,Somewhat Important,yes,yes,no,,Tesla Model X
yes,Cardinal Health - Wednesday,2:00 PM,Driver,2,2018-06-13 00:00:00.000,2018-06-07 19:01:00.000,,Very Important,Important,Very Important,Very Important,20-30,N/A,Very much,Yes,Van,NO,Very Important,Important,Important,Very Important,Very Important,Important,yes,yes,no,,Tesla Model X
yes,Cardinal Health - Wednesday,11:30 AM,Driver,,2018-06-13 00:00:00.000,2018-06-11 20:36:00.000,NO,Important,Important,Very Important,Very Important,60+,,Very much,,Truck,NO,Very Important,Important,Important,Somewhat Important,Unimportant,Important,yes,yes,no,,Tesla Model X
yes,Cardinal Health - Wednesday,2:30 PM,Driver,,2018-06-13 00:00:00.000,2018-06-13 18:10:00.000,NO,Very Unimportant,Important,Very Important,Very Important,0-10,,Very much,,Sedan,NO,Somewhat Important,Very Important,Very Important,Very Important,Very Important,Somewhat Important,yes,yes,no,,Toyota Prius Prime
no,Cardinal Health - Wednesday,4:00 PM,Driver,,2018-06-13 00:00:00.000,2018-06-11 13:57:00.000,NO,Somewhat Important,Very Important,Very Important,Somewhat Important,30-40,,Very much,,Sports Car,NO,Very Important,Important,Unimportant,Important,Important,Important,yes,no,no,,Toyota Prius Prime
no,Cardinal Health - Wednesday,3:30 PM,Driver,,2018-06-13 00:00:00.000,2018-06-13 16:27:00.000,NO,Important,Very Important,Very Important,Very Important,20-Oct,,Very much,,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Important,Important,yes,no,no,,Toyota Prius Prime
yes,Cardinal Health - Wednesday,,Rider,,2018-06-13 00:00:00.000,2018-06-13 18:29:00.000,,Very Important,Very Important,Very Important,Very Important,20-Oct,,A little,,SUV,NO,Very Important,Somewhat Important,Somewhat Important,Very Unimportant,Somewhat Important,Very Important,yes,yes,no,,
yes,Cardinal Health - Wednesday,10:00 AM,Driver,,2018-06-13 00:00:00.000,2018-06-08 13:25:00.000,NO,Important,Very Important,Very Important,Very Important,20-Oct,,A little,,Sedan,NO,Important,Somewhat Important,Somewhat Important,Important,Somewhat Important,Very Important,yes,yes,yes,,BMW 530e
yes,Cardinal Health - Wednesday,12:30 PM,Driver,,2018-06-13 00:00:00.000,2018-06-13 16:25:00.000,NO,Unimportant,Somewhat Important,Important,Important,60+,,A little,,Sedan,NO,Somewhat Important,Important,Important,Very Important,Important,Somewhat Important,yes,yes,yes,,BMW i3
yes,Cardinal Health - Wednesday,3:00 PM,Driver,,2018-06-13 00:00:00.000,2018-06-08 14:18:00.000,YES,Very Important,Very Important,Very Important,Very Important,30-40,,A little,,SUV,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,no,,BMW X5
yes,Cardinal Health - Wednesday,2:30 PM,Driver,,2018-06-13 00:00:00.000,2018-06-08 15:21:00.000,NO,Very Unimportant,Very Important,Important,Important,20-30,,Very much,,"Sedan, SUV",NO,Very Important,Important,Unimportant,Important,Somewhat Important,Somewhat Important,yes,yes,yes,,BMW X5
no,Cardinal Health - Wednesday,3:30 PM,Driver,2,2018-06-13 00:00:00.000,2018-06-08 14:23:00.000,,Very Important,Very Important,Very Important,Very Important,30-40,,A little,,SUV,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,no,no,,BMW X5
no,Cardinal Health - Wednesday,9:00 AM,Driver,,2018-06-13 00:00:00.000,2018-06-11 13:55:00.000,NO,Important,Important,Important,Somewhat Important,20-Oct,,A little,,Sedan,NO,Somewhat Important,Very Important,Important,Important,Somewhat Important,Somewhat Important,yes,no,yes,,BMW X5
yes,Cardinal Health - Wednesday,2:00 PM,Driver,,2018-06-13 00:00:00.000,2018-06-07 19:26:00.000,NO,Unimportant,Important,Very Important,Very Important,20-30,,Very much,,"Sedan, SUV",NO,Important,Very Important,Very Important,Very Important,Important,Important,yes,yes,no,,BMW i3
yes,Cardinal Health - Wednesday,12:00 PM,Driver,,2018-06-13 00:00:00.000,2018-06-08 13:16:00.000,YES,Somewhat Important,Important,Very Important,Important,30-40,N/A,Very much,Yes,Sedan,NO,Important,Important,Important,Very Important,Important,Somewhat Important,yes,yes,yes,,BMW i3
yes,Cardinal Health - Wednesday,10:30 AM,Driver,,2018-06-13 00:00:00.000,2018-06-12 18:13:00.000,YES,Important,Somewhat Important,Important,Important,20-Oct,,Very much,,SUV,NO,Very Important,Important,Important,Very Important,Important,Important,yes,yes,no,,BMW i3
yes,Cardinal Health - Wednesday,2:30 PM,Driver,,2018-06-13 00:00:00.000,2018-06-12 20:19:00.000,NO,Important,Important,Important,Important,30-40,,Very much,,SUV,NO,Somewhat Important,Important,Important,Important,Important,Important,yes,yes,no,,BMW i3
yes,Cardinal Health - Wednesday,3:00 PM,Driver,,2018-06-13 00:00:00.000,2018-06-13 15:38:00.000,NO,Important,Important,Important,Important,20-Oct,,Very much,,"Sedan, SUV",NO,Important,Important,Important,Important,Important,Important,yes,yes,no,,BMW i3
yes,Cardinal Health - Wednesday,10:30 AM,Driver,,2018-06-13 00:00:00.000,2018-06-07 14:11:00.000,NO,Very Important,Very Important,Very Important,Very Important,30-40,,Very much,,SUV,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,yes,,Tesla Model X
yes,Cardinal Health - Wednesday,10:30 AM,Driver,,2018-06-13 00:00:00.000,2018-06-07 14:13:00.000,NO,Important,Very Important,Very Important,Very Important,60+,N/A,Very much,Yes,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,yes,,Tesla Model X
yes,Cardinal Health - Wednesday,2:30 PM,Driver,,2018-06-13 00:00:00.000,2018-06-07 15:31:00.000,NO,Unimportant,Important,Very Important,Very Important,20-Oct,,Very much,,Sedan,NO,Very Important,Very Important,Unimportant,Very Important,Important,Very Important,yes,yes,no,,Tesla Model X
no,Cardinal Health - Wednesday,2:00 PM,Driver,,2018-06-13 00:00:00.000,2018-06-06 22:28:00.000,YES,Very Important,Important,Very Important,Very Important,50-60,,Very much,,"SUV, Truck, Sports Car",NO,Very Important,Very Important,Very Important,Very Important,Important,Very Important,yes,no,no,,Tesla Model X
no,Cardinal Health - Wednesday,10:30 AM,Driver,,2018-06-13 00:00:00.000,2018-06-07 16:54:00.000,YES,Somewhat Important,Important,Very Important,Very Important,20-30,,A little,,"Sedan, Truck",YES,Somewhat Important,Important,Important,Important,Important,Very Important,yes,no,no,,Tesla Model X
no,Cardinal Health - Wednesday,3:30 PM,Driver,2,2018-06-13 00:00:00.000,2018-06-07 13:05:00.000,,Very Important,Very Important,Very Important,Very Important,20-Oct,,Very much,,SUV,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,no,no,,BMW i3
yes,Cardinal Health - Wednesday,4:00 PM,Driver,,2018-06-13 00:00:00.000,2018-06-07 12:28:00.000,YES,Very Important,Very Important,Very Important,Very Important,40-50,,Very much,,SUV,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,yes,,BMW X5
yes,Cardinal Health - Wednesday,4:00 PM,Driver,,2018-06-13 00:00:00.000,2018-06-08 13:19:00.000,NO,Important,Very Important,Very Important,Important,20-Oct,,Very much,,SUV,YES,Very Important,Very Important,Very Important,Very Important,Important,Important,yes,yes,yes,,BMW X5
no,Cardinal Health - Wednesday,11:30 AM,Driver,,2018-06-13 00:00:00.000,2018-06-07 00:16:00.000,NO,Very Important,Very Important,Very Important,Very Important,20-Oct,,Very much,,SUV,NO,Very Important,Somewhat Important,Important,Very Important,Very Important,Very Important,yes,no,no,,BMW X5
no,Cardinal Health - Wednesday,3:00 PM,Driver,2,2018-06-13 00:00:00.000,2018-06-07 11:13:00.000,,Very Important,Very Important,Very Important,Very Important,0-10,,Very much,,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,no,no,,BMW X5
no,Cardinal Health - Wednesday,11:30 AM,Driver,2,2018-06-13 00:00:00.000,2018-06-07 03:16:00.000,,Important,Important,Important,Important,30-40,,Very much,,SUV,NO,Important,Somewhat Important,Important,Very Important,Important,Important,yes,no,no,,BMW i3
yes,Cardinal Health - Wednesday,11:30 AM,Driver,,2018-06-13 00:00:00.000,2018-06-08 13:09:00.000,NO,Important,Important,Very Important,Very Important,20-30,,Very much,,SUV,NO,Somewhat Important,Important,Very Important,Very Important,Very Important,Important,yes,yes,yes,,BMW X5
no,Cardinal Health - Wednesday,,Rider,,2018-06-13 00:00:00.000,2018-06-13 13:28:00.000,,Very Important,Very Important,Very Important,Very Important,50-60,N/A,Very much,N/A,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,no,no,,
no,Cardinal Health - Wednesday,,Rider,,2018-06-13 00:00:00.000,2018-06-13 13:30:00.000,,Very Important,Very Important,Very Important,Very Important,50-60,N/A,Very much,N/A,Sedan,NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,no,no,,
no,Cardinal Health - Wednesday,2:30 PM,Driver,,2018-06-13 00:00:00.000,2018-06-08 20:06:00.000,NO,Very Important,Important,Very Important,Very Important,20-Oct,,Very much,,Truck,NO,Important,Very Important,Important,Very Important,Important,Important,yes,no,no,,Honda Clarity
no,Cardinal Health - Wednesday,12:00 PM,Driver,,2018-06-13 00:00:00.000,2018-06-11 13:59:00.000,NO,Very Important,Very Important,Very Important,Very Important,20-Oct,,A little,,SUV,NO,Important,Very Important,Important,Very Important,Important,Very Important,yes,no,no,,Mercedes GLE
no,Cardinal Health - Wednesday,2:30 PM,Driver,,2018-06-13 00:00:00.000,2018-06-11 14:02:00.000,NO,Somewhat Important,Important,Very Important,Very Important,20-Oct,N/A,Not at all,N/A,I do not own a car,NO,Important,Important,Important,Very Important,Very Important,Important,yes,no,no,,Nissan LEAF
yes,Cardinal Health - Wednesday,3:30 PM,Driver,2,2018-06-13 00:00:00.000,2018-06-08 13:21:00.000,,Unimportant,Very Important,Very Important,Very Important,0-10,N/A,Very much,Yes,"SUV, Van",NO,Very Important,Very Important,Very Important,Very Important,Somewhat Important,Very Important,yes,yes,yes,,Chevy Bolt
yes,Cardinal Health - Wednesday,2:00 PM,Driver,2,2018-06-13 00:00:00.000,2018-06-08 13:26:00.000,,Unimportant,Important,Very Important,Very Important,20-Oct,,Very much,,Sedan,NO,Important,Very Important,Very Important,Important,Important,Very Important,yes,yes,yes,,Chevy Bolt
yes,Cardinal Health - Wednesday,2:00 PM,Driver,,2018-06-13 00:00:00.000,2018-06-13 16:42:00.000,NO,Very Important,Very Important,Very Important,Very Important,40-50,,Very much,,"SUV, Sports Car",NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,yes,,Chevy Bolt
yes,Cardinal Health - Wednesday,11:30 AM,Driver,2,2018-06-13 00:00:00.000,2018-06-07 14:08:00.000,,Somewhat Important,Very Important,Very Important,Very Important,20-Oct,,Very much,,SUV,NO,Important,Important,Very Important,Very Important,Very Important,Important,yes,yes,yes,,Honda Clarity
yes,Cardinal Health - Wednesday,11:00 AM,Driver,,2018-06-13 00:00:00.000,2018-06-08 13:09:00.000,NO,Somewhat Important,Very Important,Very Important,Very Important,60+,,A little,,"Sedan, SUV",NO,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,yes,yes,yes,,Mercedes GLE
yes,Cardinal Health - Wednesday,12:30 PM,Driver,,2018-06-13 00:00:00.000,2018-06-12 14:17:00.000,NO,Somewhat Important,Important,Very Important,Important,20-30,,Very much,,SUV,NO,Somewhat Important,Important,Important,Very Important,Very Important,Important,yes,yes,no,,BMW X5
yes,Cardinal Health - Wednesday,11:00 AM,Driver,2,2018-06-13 00:00:00.000,2018-06-12 18:14:00.000,,Important,Somewhat Important,Important,Important,20-Oct,,Very much,,SUV,NO,Very Important,Important,Important,Very Important,Important,Important,yes,yes,no,,BMW X5
